[run number],payoff-include-votes-cost?,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,minority-fraction,behavior-under-qv,calibration,variance-of-pmp,number-of-voters,voting-mechanism,marginal-pivotality,utility-pmp-correlation,limit-votes?,[step],mean payoff-sign-list,tipping-point,mean-utility
201,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,0.11,-0.12,0.14
202,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,0.178,-0.12,0.14
203,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,0.289,-0.12,0.14
204,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,0.376,-0.12,0.14
205,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,0.518,-0.12,0.14
206,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,0.636,-0.12,0.14
207,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,0.715,-0.12,0.14
208,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,0.792,-0.12,0.14
209,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,0.881,-0.12,0.14
210,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,0.921,-0.12,0.14
211,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,0.96,-0.12,0.14
212,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,0.975,-0.12,0.14
213,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,0.989,-0.12,0.14
214,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,0.99,-0.12,0.14
215,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,0.996,-0.12,0.14
216,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,0.998,-0.12,0.14
217,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,1,-0.12,0.14
218,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.3,FALSE,1000,0,-0.13,0.16
219,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.29,FALSE,1000,0,-0.13,0.16
220,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.28,FALSE,1000,0,-0.13,0.16
221,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.27,FALSE,1000,0,-0.13,0.16
222,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.26,FALSE,1000,0,-0.13,0.16
223,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0,-0.13,0.16
224,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0,-0.13,0.16
225,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0,-0.13,0.16
226,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0.002,-0.13,0.16
227,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0.004,-0.13,0.16
228,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.014,-0.13,0.16
229,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0.038,-0.13,0.16
230,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,0.056,-0.13,0.16
231,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,0.142,-0.13,0.16
232,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,0.223,-0.13,0.16
233,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,0.328,-0.13,0.16
234,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,0.431,-0.13,0.16
235,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,0.551,-0.13,0.16
236,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,0.664,-0.13,0.16
237,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,0.765,-0.13,0.16
238,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,0.854,-0.13,0.16
239,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,0.895,-0.13,0.16
240,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,0.939,-0.13,0.16
241,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,0.966,-0.13,0.16
242,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,0.989,-0.13,0.16
243,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,0.99,-0.13,0.16
244,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,0.997,-0.13,0.16
245,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,0.994,-0.13,0.16
246,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,1,-0.13,0.16
247,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,0.999,-0.13,0.16
248,FALSE,-4,1,6.4,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,0.997,-0.13,0.16
