[run number],payoff-include-votes-cost?,majority-mean-utility,majority-utility-stdev,minority-fraction,behavior-under-qv,calibration,variance-of-pmp,number-of-voters,voting-mechanism,marginal-pivotality,utility-pmp-correlation,limit-votes?,[step],mean payoff-sign-list,average payoff
701,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.961,0.95343
764,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.959,0.95343
827,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.955,0.95343
890,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.954,0.95343
953,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.943,0.95343
1016,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.946,0.95343
1079,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.962,0.95343
1142,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.945,0.95343
1205,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.949,0.95343
1268,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.96,0.95343
1331,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.965,0.95343
1394,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.954,0.95343
1457,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.959,0.95343
1520,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.95,0.95343
1583,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.947,0.95343
1646,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.951,0.95343
1709,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.949,0.95343
1772,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.963,0.95343
1835,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.941,0.95343
1898,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.956,0.95343
1961,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.951,0.95343
2024,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.942,0.95343
2087,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.953,0.95343
2150,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.956,0.95343
2213,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.96,0.95343
2276,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.948,0.95343
2339,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.956,0.95343
2402,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.947,0.95343
2465,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.948,0.95343
2528,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.943,0.95343
2591,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.959,0.95343
2654,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.95,0.95343
2717,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.951,0.95343
2780,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.96,0.95343
2843,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.952,0.95343
2906,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.959,0.95343
2969,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.951,0.95343
3032,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.949,0.95343
3095,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.957,0.95343
3158,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.96,0.95343
3221,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.948,0.95343
3284,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.947,0.95343
3347,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.962,0.95343
3410,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.954,0.95343
3473,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.958,0.95343
3536,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.957,0.95343
3599,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.942,0.95343
3662,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.954,0.95343
3725,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.949,0.95343
3788,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.961,0.95343
3851,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.949,0.95343
3914,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.952,0.95343
3977,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.952,0.95343
4040,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.949,0.95343
4103,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.96,0.95343
4166,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.956,0.95343
4229,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.96,0.95343
4292,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.96,0.95343
4355,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.948,0.95343
4418,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.951,0.95343
4481,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.954,0.95343
4544,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.948,0.95343
4607,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.947,0.95343
4670,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.948,0.95343
4733,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.956,0.95343
4796,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.952,0.95343
4859,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.956,0.95343
4922,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.955,0.95343
4985,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.947,0.95343
5048,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.958,0.95343
5111,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.95,0.95343
5174,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.943,0.95343
5237,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.949,0.95343
5300,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.959,0.95343
5363,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.947,0.95343
5426,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.953,0.95343
5489,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.953,0.95343
5552,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.946,0.95343
5615,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.953,0.95343
5678,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.949,0.95343
5741,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.961,0.95343
5804,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.959,0.95343
5867,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.962,0.95343
5930,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.967,0.95343
5993,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.96,0.95343
6056,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.96,0.95343
6119,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.944,0.95343
6182,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.95,0.95343
6245,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.959,0.95343
9,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
72,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
135,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
198,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
261,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
324,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
387,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
450,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
513,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
576,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
639,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
702,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
765,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
828,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
891,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
954,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
1017,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
1080,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
1143,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
1206,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
1269,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
1332,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
1395,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
1458,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
1521,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
1584,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
1647,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
1710,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
1773,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
1836,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
1899,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
1962,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
2025,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
2088,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
2151,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
2214,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
2277,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
2340,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
2403,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
2466,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
2529,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
2592,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
2655,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
2718,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
2781,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
2844,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
2907,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
2970,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
3033,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
3096,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
3159,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
3222,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
3285,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
3348,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
3411,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
3474,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
3537,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
3600,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
3663,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
3726,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
3789,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
3852,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.997,0.99928
3915,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
3978,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
4041,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
4104,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
4167,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
4230,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
4293,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
4356,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
4419,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
4482,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
4545,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
4608,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
4671,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
4734,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.997,0.99928
4797,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
4860,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
4923,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
4986,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5049,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5112,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
5175,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5238,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5301,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5364,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5427,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
5490,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
5553,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5616,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5679,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
5742,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5805,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,1,0.99928
5868,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
5931,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
5994,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
6057,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
6120,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
6183,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.999,0.99928
6246,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.8,FALSE,1000,0.998,0.99928
10,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95473
73,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95473
136,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.965,0.95473
199,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95473
262,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95473
325,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95473
388,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95473
451,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.946,0.95473
514,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95473
577,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95473
640,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95473
703,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95473
766,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.942,0.95473
829,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.956,0.95473
892,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95473
955,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.966,0.95473
1018,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.946,0.95473
1081,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95473
1144,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95473
1207,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95473
1270,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95473
1333,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95473
1396,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95473
1459,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.948,0.95473
1522,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.961,0.95473
1585,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.964,0.95473
1648,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.947,0.95473
1711,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.97,0.95473
1774,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95473
1837,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95473
1900,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95473
1963,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.948,0.95473
2026,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95473
2089,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95473
2152,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95473
2215,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95473
2278,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.949,0.95473
2341,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95473
2404,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95473
2467,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95473
2530,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.962,0.95473
2593,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.943,0.95473
2656,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95473
2719,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95473
2782,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95473
2845,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95473
2908,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.954,0.95473
2971,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.95,0.95473
3034,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.949,0.95473
3097,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95473
3160,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.956,0.95473
3223,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95473
3286,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95473
3349,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95473
