[run number],payoff-include-votes-cost?,majority-mean-utility,majority-utility-stdev,minority-fraction,behavior-under-qv,calibration,variance-of-pmp,number-of-voters,voting-mechanism,marginal-pivotality,utility-pmp-correlation,limit-votes?,[step],mean payoff-sign-list,average payoff
3412,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95473
3475,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.956,0.95473
3538,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.949,0.95473
3601,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95473
3664,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95473
3727,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95473
3790,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95473
3853,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.95,0.95473
3916,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.956,0.95473
3979,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.954,0.95473
4042,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.95,0.95473
4105,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95473
4168,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.961,0.95473
4231,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95473
4294,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.948,0.95473
4357,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95473
4420,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.944,0.95473
4483,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.962,0.95473
4546,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.956,0.95473
4609,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.954,0.95473
4672,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95473
4735,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.949,0.95473
4798,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95473
4861,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.937,0.95473
4924,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.95,0.95473
4987,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95473
5050,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95473
5113,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95473
5176,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.946,0.95473
5239,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95473
5302,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.949,0.95473
5365,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.948,0.95473
5428,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95473
5491,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95473
5554,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95473
5617,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.949,0.95473
5680,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.949,0.95473
5743,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95473
5806,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95473
5869,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.961,0.95473
5932,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.962,0.95473
5995,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.967,0.95473
6058,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.947,0.95473
6121,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95473
6184,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.941,0.95473
6247,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95473
11,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95712
74,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95712
137,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95712
200,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95712
263,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
326,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95712
389,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.966,0.95712
452,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95712
515,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.968,0.95712
578,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.971,0.95712
641,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95712
704,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.962,0.95712
767,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.961,0.95712
830,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.943,0.95712
893,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95712
956,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95712
1019,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95712
1082,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95712
1145,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.975,0.95712
1208,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.949,0.95712
1271,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95712
1334,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95712
1397,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.949,0.95712
1460,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.95,0.95712
1523,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.961,0.95712
1586,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95712
1649,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95712
1712,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95712
1775,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.97,0.95712
1838,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.954,0.95712
1901,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.943,0.95712
1964,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
2027,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95712
2090,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95712
2153,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
2216,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
2279,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95712
2342,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.956,0.95712
2405,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.965,0.95712
2468,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95712
2531,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95712
2594,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95712
2657,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.948,0.95712
2720,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95712
2783,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.964,0.95712
2846,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95712
2909,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95712
2972,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95712
3035,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
3098,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.945,0.95712
3161,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95712
3224,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.95,0.95712
3287,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.947,0.95712
3350,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.966,0.95712
3413,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.954,0.95712
3476,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.96,0.95712
3539,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
3602,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95712
3665,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.948,0.95712
3728,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.965,0.95712
3791,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.957,0.95712
3854,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
3917,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95712
3980,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95712
4043,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.965,0.95712
4106,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.954,0.95712
4169,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.961,0.95712
4232,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.961,0.95712
4295,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
4358,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.969,0.95712
4421,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.965,0.95712
4484,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95712
4547,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95712
4610,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95712
4673,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.962,0.95712
4736,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
4799,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95712
4862,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95712
4925,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.961,0.95712
4988,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.95,0.95712
5051,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95712
5114,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.956,0.95712
5177,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.955,0.95712
5240,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95712
5303,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
5366,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95712
5429,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95712
5492,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95712
5555,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.962,0.95712
5618,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.969,0.95712
5681,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.959,0.95712
5744,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.952,0.95712
5807,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95712
5870,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.958,0.95712
5933,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.961,0.95712
5996,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.963,0.95712
6059,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.951,0.95712
6122,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.956,0.95712
6185,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.953,0.95712
6248,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.956,0.95712
12,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
75,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
138,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
201,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
264,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
327,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
390,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
453,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
516,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
579,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
642,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
705,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
768,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
831,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
894,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
957,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
1020,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
1083,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
1146,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
1209,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
1272,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
1335,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
1398,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
1461,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
1524,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
1587,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
1650,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
1713,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
1776,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
1839,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
1902,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
1965,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
2028,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
2091,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
2154,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2217,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2280,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2343,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2406,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
2469,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2532,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
2595,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2658,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
2721,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2784,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2847,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2910,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
2973,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
3036,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3099,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3162,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
3225,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3288,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3351,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.997,0.99934
3414,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3477,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3540,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3603,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3666,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
3729,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
3792,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3855,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
3918,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
3981,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
4044,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
4107,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
4170,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
4233,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
4296,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
4359,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
4422,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
4485,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
4548,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
4611,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
4674,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
4737,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
4800,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
4863,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
4926,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
4989,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
5052,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
5115,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
5178,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
5241,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
5304,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.997,0.99934
5367,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
5430,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.997,0.99934
5493,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
5556,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
5619,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
5682,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
5745,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
5808,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
5871,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
5934,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,1,0.99934
5997,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.998,0.99934
6060,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-0.7,FALSE,1000,0.999,0.99934
