u,v
0.046632656,0.17822025
-0.058209575,-0.171732004
-0.008753064,-0.020754501
-0.081425353,-0.212275222
-0.058255233,-0.141283422
0.054372135,0.17207216
0.049491081,0.141494974
-0.062891086,-0.250550259
0.006232632,0.01885138
-0.075393258,-0.172569587
0.074303611,0.205686015
0.047405587,0.130696289
-0.044181503,-0.172716745
0.026647774,0.10311777
0.053357532,0.176564717
0.086293648,0.272322576
0.058256886,0.189687935
0.056353077,0.139932993
0.069916725,0.184884174
-0.031668108,-0.118332665
-0.054941012,-0.1672798
-0.061335979,-0.276622286
-0.062262884,-0.219777224
0.065007411,0.236511574
0.097254795,0.238046661
-0.032416091,-0.122449916
0.039349713,0.148193614
0.058389886,0.239227864
0.084569357,0.243154887
-0.055816849,-0.26220243
-0.047606799,-0.220724259
0.063510324,0.15399745
-0.062488348,-0.182884905
-0.040817656,-0.151846661
-0.027230577,-0.128993656
0.091499257,0.331545353
-0.095396864,-0.406576011
-0.075860102,-0.224068335
0.067675297,0.226921324
0.064294076,0.22852311
0.034677774,0.096161514
0.062235026,0.210919585
-0.053490565,-0.120227077
-0.076009813,-0.270239728
0.058642732,0.204152569
0.182429602,0.60300439
0.055086046,0.154047279
0.001165905,0.003473041
-0.035679667,-0.125876347
-0.016879313,-0.060463333
-0.078369232,-0.295358249
-0.083381244,-0.372411013
0.020834161,0.084294732
0.044740438,0.422704279
0.057805719,0.440932829
-0.022937085,-0.077367299
-0.035400704,-0.113587582
-0.081036483,-0.17674734
-0.025226606,-0.078798519
-0.050552732,-0.173008031
-0.019439292,-0.080833431
-0.072691803,-0.247475819
0.029005076,0.093851034
-0.049916396,-0.141500934
0.016069217,0.047655151
-0.041594224,-0.145042086
-0.050507865,-0.260414146
0.040327738,0.194956349
0.065305215,0.178027011
-0.035650379,-0.091235575
-0.0634901,-0.309376413
0.015475048,0.052986675
0.08336511,0.303102628
0.032958578,0.15187353
0.054236611,0.214553563
-0.051913394,-0.27472106
-0.048795229,-0.223134898
0.087403799,0.332666121
-0.025341308,-0.062358256
-0.055206075,-0.143435236
0.091283384,0.314158632
0.056655384,0.17079675
-0.025095189,-0.08117298
-0.067708587,-0.18757296
0.091324623,0.344702283
-0.060009594,-0.181755109
0.041075427,0.155243084
-0.060924961,-0.187619912
0.036451637,0.097288512
-0.040220451,-0.237609138
-0.084175705,-0.330147434
-0.030306226,-0.161566688
-0.070837512,-0.293913623
0.024751671,0.089703057
-0.028672592,-0.096284069
0.214195574,0.697917717
-0.033505272,-0.121205915
0.071518072,0.227279076
0.044361773,0.212853974
-0.063077799,-0.227623468
-0.029731783,-0.10895752
-0.087307894,-0.255328227
0.03239631,0.145620377
-0.083198744,-0.274326081
-0.039941375,-0.127929294
-0.08400586,-0.295645811
0.058379826,0.163354384
-0.098498905,-0.346761982
0.035799042,0.184235196
0.004691098,0.022492857
0.045661485,0.256210399
0.117265813,0.345073086
0.082767753,0.212594254
-0.010220003,-0.03536512
0.099778496,0.294369541
0.024978783,0.066518961
0.046358395,0.192511077
-0.087244429,-0.228634309
-0.052716744,-0.170150306
0.040734378,0.203018342
-0.057934499,-0.1774519
-0.024202447,-0.077637868
0.036613441,0.135422146
0.03448085,0.201083286
-0.056542327,-0.229395417
-0.082546525,-0.274185892
-0.019907388,-0.054318102
-0.068613215,-0.289987395
-0.081387795,-0.327063926
-0.09560981,-0.25595574
-0.049244269,-0.165848707
-0.046662422,-0.214184671
0.015971352,0.052769335
-0.036809993,-0.119021507
0.068402447,0.238339074
0.032368414,0.159403616
-0.046548307,-0.172630039
0.092547759,0.320802606
0.080259053,0.312241982
0.035712073,0.108243705
0.07968421,0.305599033
0.047451715,0.125010657
0.056452002,0.249469101
-0.032481738,-0.131331954
-0.059006597,-0.260601308
0.086242564,0.339666513
0.013559317,0.053695722
-0.066891411,-0.149685228
-0.069333321,-0.228730103
-0.056943884,-0.164930253
0.059066403,0.190612988
0.075824469,0.295237993
0.073576824,0.506236631
-0.089170466,-0.3030655
-0.040587574,-0.109331683
-0.035436535,-0.084577571
0.238339642,0.639425795
0.051617513,0.177102708
0.03104351,0.087818039
0.026560379,0.10427171
0.087118883,0.302946515
-0.049435737,-0.132997621
-0.073129164,-0.175260147
-0.101102852,-0.321008557
-0.037569875,-0.115188112
-0.044025918,-0.170668079
0.135587055,0.510292003
-0.057595202,-0.204989712
-0.058865099,-0.153025244
0.086770443,0.27693456
0.053343167,0.212784852
-0.060680635,-0.206514528
-0.048536336,-0.184803323
-0.049078129,-0.1026089
0.082394049,0.199212078
-0.041921728,-0.149094338
0.05857611,0.133010287
0.010499828,0.043896122
-0.036155854,-0.095582531
-0.077603887,-0.234731248
0.056320092,0.153190315
-0.047952283,-0.108623472
0.080580455,0.24599815
-0.075866405,-0.316421199
-0.033537841,-0.136951038
-0.030524765,-0.097887146
-0.02501513,-0.090112369
-0.036644247,-0.153808134
-0.036046604,-0.111934698
0.007096709,0.032737817
-0.079150866,-0.19187142
-0.067028862,-0.171169886
-0.076144122,-0.212665197
-0.006537589,-0.018473005
-0.010364274,-0.030755601
-0.020813682,-0.096572586
0.030096665,0.12031392
-0.101669024,-0.350353394
0.031640866,0.07956516
0.040274552,0.136782688
-0.04450421,-0.23217063
-0.027147662,-0.107047523
0.021350207,0.067130023
0.003912718,0.009748256
0.015097461,0.042881729
-0.092313482,-0.220784966
0.033510905,0.086958147
0.063266884,0.173982244
-0.048614206,-0.168048678
-0.067279571,-0.259256978
0.06328773,0.20048318
0.070517838,0.202065271
0.031552785,0.096667927
-0.076846094,-0.276309868
0.046292103,0.166865736
0.083942722,0.33197377
0.069243052,0.154671198
-0.053263277,-0.130116404
-0.039178399,-0.11289174
0.031020003,0.087770613
-0.082144484,-0.27335226
-0.062277361,-0.212463812
-0.042988721,-0.168023047
-0.033876522,-0.197422725
-0.068326064,-0.216561886
0.016908939,0.051445115
-0.055408715,-0.247336779
-0.027666911,-0.107180623
-0.016502582,-0.047602528
-0.050742015,-0.198466686
-0.086582967,-0.240990021
0.178553364,0.432725039
0.060985358,0.186480304
-0.067150112,-0.192659731
0.060961232,0.171123648
-0.04832877,-0.170357884
0.077233131,0.205420753
-0.058607173,-0.250495254
-0.074747319,-0.29274647
-0.101358711,-0.414108173
0.065010491,0.201453345
0.0521769,0.163906816
0.238546306,0.666195476
0.035337288,0.112076255
-0.016379099,-0.08272751
0.023665731,0.082281421
0.063153403,0.206366519
-0.020744478,-0.109313245
-0.022274808,-0.079066421
0.050375101,0.160137629
-0.049694856,-0.141854415
-0.072430645,-0.237809497
-0.06125625,-0.148026306
-0.028182992,-0.08519435
0.004599777,0.016225211
0.054320479,0.125570873
0.067115277,0.273099598
-0.088849919,-0.241776939
-0.068007473,-0.273243548
-0.078442793,-0.33390345
-0.047812415,-0.141302693
-0.054915112,-0.170099449
0.092823385,0.296183861
0.062300924,0.248054928
-0.049692892,-0.140303679
-0.072725513,-0.246748348
0.072715079,0.229377141
-0.04591433,-0.195769203
0.037450866,0.122533791
0.062620804,0.282611535
-0.074033665,-0.221388464
-0.090171895,-0.305519678
-0.182982871,-0.527598567
0.020265133,0.052220236
-0.018178664,-0.048571161
-0.05508251,-0.16444833
-0.031090423,-0.135890787
-0.014974475,-0.055712822
0.016277122,0.067805412
0.049726479,0.210304065
0.194155032,0.672715666
0.075314395,0.224390184
0.066062008,0.193823435
-0.067124688,-0.188276063
0.07487434,0.330439079
-0.070466065,-0.218184712
-0.066981856,-0.213059229
-0.029499507,-0.095948292
-0.04775075,-0.134911068
-0.077481926,-0.227589381
-0.071518162,-0.314254424
0.073899144,0.179065092
0.071081292,0.232891433
0.050678266,0.199602216
-0.073992942,-0.21375581
-0.064860225,-0.249590605
0.05001659,0.151366456
0.085963317,0.302083872
-0.044820197,-0.0977951
0.050471476,0.129004098
0.017673636,0.071614793
-0.103524541,-0.387184709
0.04174155,0.163600064
-0.039492458,-0.137491982
0.078982616,0.196830787
0.044556058,0.101834913
0.002765642,0.010600224
0.054235717,0.168161133
0.049616116,0.158494494
0.027502082,0.070493432
-0.031581368,-0.083258086
-0.040998319,-0.141724379
-0.026660361,-0.079666461
-0.036153508,-0.088050327
-0.063269983,-0.204516204
-0.055725336,-0.167119067
-0.088055314,-0.306879339
0.031655976,0.101640795
0.053296877,0.258844123
0.006759234,0.023278406
-0.039784378,-0.134266376
-0.06851334,-0.209352777
-0.048950887,-0.157252088
0.037072795,0.111158651
0.024969149,0.102706481
0.023605751,0.101436338
-0.03288879,-0.122650893
-0.04527687,-0.140240004
-0.020228,-0.044038809
-0.045462544,-0.136795937
0.350210044,0.838826154
-0.069205622,-0.156279772
0.03508018,0.11312461
0.095629031,0.427170719
0.02350194,0.06235117
-0.055171866,-0.204643673
-0.038792095,-0.109846737
-0.079049355,-0.216390076
-0.037510492,-0.109306567
0.050667269,0.261168964
0.03403487,0.096683588
-0.046314793,-0.148677874
0.085644296,0.295726234
-0.015890232,-0.064655567
-0.063194588,-0.139614458
-0.064918363,-0.186760349
-0.075708725,-0.409971928
-0.026566341,-0.066005154
-0.003876015,-0.013147082
-0.022019634,-0.062833503
-0.050167097,-0.258898152
-0.025808587,-0.085385314
0.100136598,0.403592172
0.042171457,0.113863283
-0.037200447,-0.126440582
0.035390334,0.115971096
-0.023270507,-0.104871655
0.097957818,0.299675044
0.072955361,0.45372956
0.081462576,0.274115673
0.080871253,0.334730307
0.077847749,0.23717375
0.017671731,0.067774799
-0.031349829,-0.09590253
0.022809232,0.162871891
0.077408657,0.342602118
-0.058154633,-0.184074484
0.06853932,0.297464832
-0.088661939,-0.401131161
0.060784837,0.194802149
0.07158335,0.258181507
-0.046873332,-0.187146024
-0.059441074,-0.223826151
-0.100736999,-0.261912865
0.025490877,0.096365421
-0.082181623,-0.244189313
0.032348675,0.077252888
0.079195032,0.219611511
0.051769536,0.232483747
0.084420554,0.204056142
-0.064164804,-0.211746541
-0.0329936,-0.096124663
-0.032327154,-0.108100126
0.031888643,0.172369256
0.122132626,0.341777249
-0.034519905,-0.121360379
-0.049555696,-0.150660581
0.056633156,0.224603589
0.001212036,0.002862219
0.023870964,0.072692195
0.015181402,0.036536797
-0.057675956,-0.220146196
0.055632897,0.124337142
-0.073360001,-0.213177652
0.014305043,0.0686735
0.115416095,0.476741492
-0.007016884,-0.029742812
-0.054084881,-0.308306919
-0.073430115,-0.238630389
0.072537811,0.187486358
-0.075518587,-0.215937847
-0.063436584,-0.155779536
0.023633501,0.121728834
0.058142873,0.246427833
0.095118485,0.382017442
0.053853138,0.21642733
0.04704567,0.142546097
0.10594986,0.383090269
0.038647137,0.161922282
0.402872141,0.828560793
0.040225126,0.144566608
0.088922245,0.293316188
-0.082753389,-0.342071847
-0.021183961,-0.077549246
0.086211358,0.287770772
0.053640305,0.162330708
0.030579112,0.090306506
0.042776572,0.205141103
0.043027929,0.151108161
-0.016712463,-0.080065484
0.046295832,0.180007816
-0.055859253,-0.203904434
-0.08782631,-0.610101434
-0.081839082,-0.276007557
-0.025291166,-0.117510795
-0.003783697,-0.019324151
-0.042792069,-0.23631486
-0.040156987,-0.120100336
-0.041181222,-0.116376495
-0.078787568,-0.306885797
-0.049951115,-0.180694796
0.067290098,0.17280247
0.03706293,0.156336816
0.096159826,0.286782184
0.0488226,0.169635078
-0.026984018,-0.116480395
0.069651139,0.227292561
-0.073685646,-0.149407637
0.061550444,0.22848114
0.036156456,0.122616082
-0.052826439,-0.17496385
0.004711577,0.013035396
-0.06287022,-0.231203799
-0.038710254,-0.112494903
-0.05387081,-0.249417646
-0.003724568,-0.012111233
-0.028827009,-0.121707424
0.062050617,0.220523403
-0.036574219,-0.096346716
0.079056983,0.227060709
-0.040487085,-0.181889444
-0.049772641,-0.159263028
-0.051758489,-0.273789956
-0.003051071,-0.012956956
-0.053923412,-0.107121533
-0.057898803,-0.166728771
0.028079515,0.07138398
-0.091157071,-0.260686256
0.077709663,0.296838177
0.081285176,0.317200924
-0.039935279,-0.1116348
-0.046098468,-0.106697324
-0.027057495,-0.147158659
-0.014362186,-0.058878018
-0.058442085,-0.16980618
6.39E-04,0.00310255
-0.064958528,-0.264179432
0.072640689,0.304445844
-5.43E-05,-1.91E-04
-0.093795948,-0.308605849
0.167049364,0.652163153
-0.071379165,-0.242118457
0.058855001,0.222838645
-0.077777121,-0.249831149
0.064776734,0.256218371
-0.039389443,-0.155115085
0.0747414,0.331318874
-0.01471321,-0.039139112
0.063651027,0.168249696
0.096630066,0.244067798
-0.0767526,-0.281721312
0.051230178,0.148236025
0.023417017,0.045166046
0.025038409,0.107115916
-0.040506845,-0.16380931
-0.068835395,-0.170716304
0.017668609,0.086061378
-0.060341965,-0.227394699
-0.022987658,-0.060625383
0.070565908,0.236563995
-0.035524555,-0.085095737
-0.055112196,-0.140165101
0.157027162,0.498924496
0.004583381,0.013645652
0.055932387,0.283166495
-0.033135297,-0.104167781
-0.033904187,-0.087575917
0.01972236,0.049632045
-0.04502179,-0.089444914
-0.067915593,-0.163086824
-0.021969454,-0.068906014
-0.047940253,-0.161244072
-0.052675335,-0.158442971
0.04944184,0.15621603
-0.042954097,-0.164442056
0.018681747,0.078366441
-0.055240456,-0.144213194
0.019910339,0.070562287
0.076807541,0.246676087
0.188392955,0.552243796
0.009133256,0.038111327
-0.065444367,-0.258337495
-0.032802772,-0.090608373
-0.025758693,-0.09891556
-0.046082731,-0.182459357
0.041346371,0.120538069
-3.60E-04,-0.001361954
-0.066548987,-0.319547967
-0.058435026,-0.185187606
-0.028489066,-0.169658021
0.045300029,0.124820977
0.011781776,0.039545012
-0.057064606,-0.253719939
-0.039994191,-0.176258882
-0.001957299,-0.006520919
-0.063594311,-0.330568751
0.062628542,0.214341674
0.049454669,0.189478984
0.040346003,0.163828767
0.063399211,0.18387889
-0.079630701,-0.248658775
0.01837531,0.057945399
-0.051871535,-0.151140915
0.10116519,0.422592358
0.061827046,0.220990684
0.064441914,0.272761882
0.009728069,0.035623745
0.04478579,0.140728088
0.039298459,0.267080097
-0.032511698,-0.083765696
-0.05963926,-0.135829145
-0.029402716,-0.071481481
0.038719895,0.119142129
0.048856337,0.112386238
-0.065404067,-0.190877084
-0.026962051,-0.069820953
-0.068102988,-0.199248948
-0.08340907,-0.211028175
0.087721064,0.253927336
-0.049899018,-0.228358051
0.058328828,0.210128116
-0.071611865,-0.216026322
0.053579676,0.181548978
0.007939839,0.023841716
-0.051957174,-0.163751909
-0.042965644,-0.167968856
-0.072279048,-0.286039554
0.048979515,0.2190783
0.042724329,0.107890082
-0.061928604,-0.202347506
-0.050392305,-0.182031526
0.019421032,0.068328997
-0.088050662,-0.267914892
0.093753631,0.398512946
0.072449157,0.236070588
-0.062752823,-0.185172674
-0.048788219,-0.176036033
0.037017664,0.121530439
0.051537999,0.174153705
-0.05695471,-0.133228808
-0.065877864,-0.357315317
-0.042444189,-0.1158992
-0.090296118,-0.24464732
-0.066956562,-0.197914489
0.036244005,0.181575802
-0.020867641,-0.052578983
-0.034738991,-0.237243233
0.026377798,0.112326218
0.086654346,0.250128004
-0.02825736,-0.071585058
-0.033603558,-0.089313637
0.046801575,0.194262665
0.029550593,0.103437945
-0.00989935,-0.041878926
0.028498405,0.09812736
-0.058300009,-0.152414706
0.058964428,0.165065777
0.091925119,0.215534529
-0.02391129,-0.063559373
-0.066659535,-0.194644748
-0.030463769,-0.108570568
-0.053280514,-0.168050561
-0.038805671,-0.117178497
0.028958714,0.078124723
-0.050687634,-0.138891776
-0.039608051,-0.134277334
0.080669199,0.323670297
-0.08461035,-0.286002659
-0.037770003,-0.094302218
-0.026523519,-0.113975864
0.022865917,0.052454222
-0.093671289,-0.29048585
-0.066581458,-0.191469857
0.010339828,0.029496764
0.106139688,0.463140465
0.057383807,0.167585239
0.070610874,0.203468443
0.024225952,0.069672419
-0.011757153,-0.039149282
-0.049124469,-0.123470582
