[run number],number-of-voters,minority-fraction,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,calibration,marginal-pivotality,variance-of-perceived-pivotality,mpp-divided,limit-votes?,payoff-include-votes-cost?,voting-mechanism,[step],mean payoff-sign-list,mean payoff-list,standard-deviation payoff-list,mean vote-sum-list,standard-deviation vote-sum-list,mean mean-median-same-sign-list
486,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,QV,1000,1,1115.529679,120.1495082,5.594581112,0.691970128,0
489,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,1p1v,1000,0,-1113.751026,121.4283983,-393.71,101.4802747,0
488,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,QV,1000,1,1109.177147,123.7242831,554.0615994,69.31152965,0
491,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,1p1v,1000,0,-1118.005689,125.3590651,-392.882,99.7632336,0
490,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,QV,1000,1,1111.829407,124.3930988,55.62506248,6.934228464,0
493,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,1p1v,1000,0,-1113.579649,124.0778657,-402.358,97.5380208,0
492,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,QV,1000,1,1118.238665,125.7643598,5.58998158,0.704561963,0
495,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,1p1v,1000,0,-1105.723306,119.8627383,-401.832,98.350458,0
494,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,QV,1000,1,1117.374569,125.8801256,557.3535982,72.3932493,0
497,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,1p1v,1000,0,-1111.511545,125.8808313,-400.04,100.2664638,0
496,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,QV,1000,1,1117.689505,128.6449872,56.01331495,7.386421654,0
499,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,1p1v,1000,0,-1111.195947,126.1618368,-400.21,103.3712993,0
498,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,QV,1000,1,1117.458529,120.8445518,5.580834103,0.692796144,0
501,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,1p1v,1000,0,-1113.337765,124.1932898,-401.702,101.6367317,0
500,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,QV,1000,1,1107.250574,129.1068161,554.6818296,74.46571475,0.001
502,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,QV,1000,1,1103.839068,118.5938005,55.00707023,6.772705368,0
503,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,1p1v,1000,0,-1115.289864,126.5933196,-397.138,102.9318411,0
504,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,QV,1000,1,1112.825239,118.2743219,5.561705779,0.689708246,0
