[run number],number-of-voters,minority-fraction,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,calibration,marginal-pivotality,variance-of-perceived-pivotality,mpp-divided,limit-votes?,payoff-include-votes-cost?,voting-mechanism,[step],mean payoff-sign-list,mean payoff-list,standard-deviation payoff-list,mean vote-sum-list,standard-deviation vote-sum-list,mean mean-median-same-sign-list
157,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,1p1v,1000,0.508,1.034094321,16.89653443,-4.038,10.12309404,0.508
159,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,1p1v,1000,0.499,1.794276894,17.12196058,-4.494,10.2994195,0.499
158,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,QV,1000,0.985,13.03223405,11.03748912,5.710869032,6.338695251,0.516
161,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,1p1v,1000,0.52,1.380609995,17.21174121,-4.012,10.08829171,0.52
160,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,QV,1000,0.991,12.99741669,10.82518691,0.58548138,0.61402249,0.497
163,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,1p1v,1000,0.478,0.206375695,16.44878699,-5.248,10.08524706,0.478
162,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,QV,1000,0.989,12.80457712,11.0719476,0.056850462,0.062832986,0.518
164,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,QV,1000,0.968,12.45154193,10.60056769,5.597881032,6.058904258,0.505
165,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,1p1v,1000,0.528,2.006922692,16.77281799,-3.756,10.06388323,0.528
166,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,QV,1000,0.962,12.64149471,11.75695223,0.56842553,0.671849512,0.494
167,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,1p1v,1000,0.512,1.381027899,17.01362184,-3.992,10.22861479,0.512
169,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,1p1v,1000,0.505,1.376943396,16.61006093,-3.954,9.974034558,0.505
168,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,QV,1000,0.978,12.82610049,10.87828907,0.056606157,0.063951742,0.529
171,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,1p1v,1000,0.518,1.191323053,17.07015867,-3.71,10.00239711,0.518
170,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,QV,1000,0.95,12.97469988,11.5007274,5.81299859,6.774848983,0.511
172,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,QV,1000,0.946,13.02843421,11.57407833,0.593770433,0.653819463,0.514
173,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,1p1v,1000,0.498,1.191788988,17.06119518,-3.79,9.961482376,0.498
175,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,1p1v,1000,0.501,0.55779579,16.03035484,-4.636,9.833626198,0.501
174,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,QV,1000,0.95,12.71002971,10.91849623,0.056016042,0.065261296,0.522
177,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,1p1v,1000,0.533,2.05335821,16.52614692,-3.792,9.924476371,0.533
176,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,QV,1000,0.933,12.3759551,10.80529511,5.527724017,6.419874707,0.519
178,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,QV,1000,0.943,12.06890959,11.08617685,0.521543821,0.660218901,0.515
179,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,1p1v,1000,0.516,1.431976088,16.7805182,-3.864,10.53624774,0.516
181,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,1p1v,1000,0.497,1.28732621,16.52062076,-4.284,10.0189682,0.497
180,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,QV,1000,0.935,12.04089381,10.94920861,0.051876001,0.067639191,0.523
183,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,1p1v,1000,0.478,0.715671604,16.91091136,-3.804,9.985855061,0.478
182,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,QV,1000,0.939,12.82175279,11.09158603,5.904239818,6.752265893,0.507
185,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,1p1v,1000,0.543,2.229851187,17.24698322,-3.646,10.44335903,0.543
184,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,QV,1000,0.928,12.9153833,11.32510262,0.588460366,0.669382717,0.509
187,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,1p1v,1000,0.518,1.271933303,16.97631987,-3.792,10.3017893,0.518
186,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,QV,1000,0.925,12.05619676,11.30810421,0.054040344,0.066762787,0.483
188,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,QV,1000,0.929,12.95639954,11.37600111,5.565894065,6.822102406,0.503
189,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,1p1v,1000,0.515,1.960162251,16.98961887,-3.19,9.786504773,0.515
191,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,1p1v,1000,0.505,1.19320624,16.93235971,-3.934,9.876294102,0.505
190,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,QV,1000,0.923,12.23179366,11.66460082,0.544099894,0.702328977,0.541
193,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,1p1v,1000,0.512,1.487604797,15.21893368,-4.39,10.26612358,0.512
192,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,QV,1000,0.923,12.20433579,11.50697531,0.054416133,0.07017373,0.53
194,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,QV,1000,0.914,11.7082432,10.78517123,5.472028967,6.53050108,0.501
195,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,1p1v,1000,0.507,0.864811791,16.15806398,-4.114,9.466817027,0.507
197,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,1p1v,1000,0.491,0.444339259,16.91090129,-4.35,9.620085553,0.491
196,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,QV,1000,0.912,12.24100572,11.45837832,0.560828628,0.72351197,0.507
199,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,1p1v,1000,0.522,1.943217205,17.78510518,-3.838,10.16016658,0.522
198,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,QV,1000,0.918,12.43781109,11.63384701,0.054825799,0.068819554,0.519
201,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,1p1v,1000,0.534,1.824841769,17.34661269,-4.036,10.30849014,0.534
200,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,QV,1000,0.904,12.55043331,11.61465367,5.916759823,7.146889383,0.502
203,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,1p1v,1000,0.498,0.221545454,16.36393139,-4.846,10.19903448,0.498
202,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,QV,1000,0.92,12.14753548,11.12880725,0.549030665,0.700041072,0.51
204,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,QV,1000,0.904,11.6000441,11.12160428,0.053742829,0.068557517,0.488
205,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,1p1v,1000,0.531,2.038000533,16.86182226,-3.614,10.19347394,0.531
207,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,1p1v,1000,0.521,1.41019685,16.51108873,-4.306,10.44065953,0.521
206,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,QV,1000,0.916,12.69588178,12.01985451,6.076275056,7.641823265,0.514
209,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,1p1v,1000,0.494,0.869268858,16.34310565,-3.694,9.907801397,0.494
208,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,QV,1000,0.893,11.43403263,11.39879791,0.506382382,0.717829534,0.512
210,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,QV,1000,0.903,11.79859699,11.6466268,0.057996784,0.075930671,0.515
211,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,1p1v,1000,0.529,1.359399843,16.47137762,-4.33,10.23424838,0.529
213,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,1p1v,1000,0.487,0.980225004,16.60148204,-4.472,9.880629678,0.487
212,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,QV,1000,0.898,11.54417351,11.25996281,5.349644705,6.93350786,0.527
215,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,1p1v,1000,0.51,1.453641365,16.56215671,-3.988,10.11207744,0.51
214,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,QV,1000,0.9,12.23369133,11.77870727,0.560352451,0.729221684,0.529
216,101,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,QV,1000,0.887,12.36280701,11.7821168,0.058525502,0.073099075,0.496
217,501,0,0,1,10,1,1. prop8-mean>0,0.5,0,1,FALSE,FALSE,1p1v,1000,0.189,-27.29571681,55.09132336,-20.362,21.45304615,0.189
218,501,0,0,1,10,1,1. prop8-mean>0,0.5,0,1,FALSE,FALSE,QV,1000,1,55.59059745,27.93057272,27.67321648,14.20590448,0.217
219,501,0,0,1,10,1,1. prop8-mean>0,0.5,0,10,FALSE,FALSE,1p1v,1000,0.209,-26.39515375,57.11654388,-18.614,21.54528262,0.209
220,501,0,0,1,10,1,1. prop8-mean>0,0.5,0,10,FALSE,FALSE,QV,1000,1,56.06898563,28.10849344,2.791060074,1.4298949,0.202
221,501,0,0,1,10,1,1. prop8-mean>0,0.5,0,100,FALSE,FALSE,1p1v,1000,0.191,-28.40914274,55.64991609,-18.872,21.65078226,0.191
222,501,0,0,1,10,1,1. prop8-mean>0,0.5,0,100,FALSE,FALSE,QV,1000,1,55.78409024,28.45436288,0.277528146,0.14497169,0.18
223,501,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,1,FALSE,FALSE,1p1v,1000,0.19,-27.61359427,55.11061216,-21.732,22.68856423,0.19
225,501,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,10,FALSE,FALSE,1p1v,1000,0.201,-27.0317295,55.88170616,-19.804,22.01304518,0.201
224,501,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,1,FALSE,FALSE,QV,1000,0.997,55.42628115,27.33371561,27.65521933,13.79203878,0.19
227,501,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,100,FALSE,FALSE,1p1v,1000,0.207,-27.42478645,56.82559146,-20.716,23.07890769,0.207
226,501,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,10,FALSE,FALSE,QV,1000,0.998,55.0413756,27.49114613,2.74373009,1.391448592,0.188
228,501,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,100,FALSE,FALSE,QV,1000,0.999,56.18375719,26.73529282,0.28029833,0.13495406,0.2
229,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,1p1v,1000,0.2,-27.13422913,57.5596586,-20.052,23.04257486,0.2
231,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,1p1v,1000,0.209,-25.09254098,56.81109316,-19.976,23.25760822,0.209
230,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,QV,1000,0.999,56.58158983,28.47590577,28.14239223,14.49564868,0.217
233,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,1p1v,1000,0.203,-27.30756524,55.23112523,-20.212,22.56599832,0.203
232,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,QV,1000,0.999,55.52553312,27.81303942,2.761579084,1.413787223,0.195
235,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,1p1v,1000,0.21,-27.20786036,56.67317314,-19.562,22.38529109,0.21
234,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,QV,1000,0.997,55.20154236,27.32715131,0.275092093,0.139216593,0.184
237,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,1p1v,1000,0.189,-26.04321868,55.54036672,-19.822,22.58739707,0.189
236,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,QV,1000,0.999,56.85593404,28.94425927,28.27579655,14.98598378,0.219
239,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,1p1v,1000,0.176,-30.4182586,54.31512451,-21.128,21.64338356,0.176
238,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,QV,1000,0.994,55.00773047,26.79456704,2.737027719,1.378309934,0.19
241,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,1p1v,1000,0.213,-24.88402911,57.09252923,-19.168,23.07969775,0.213
240,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,QV,1000,0.997,56.9422551,27.99161742,0.283892784,0.144681304,0.207
242,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,QV,1000,0.989,56.15308767,27.55714828,28.06145006,14.49834813,0.208
243,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,1p1v,1000,0.181,-30.05909993,54.17825821,-20.084,21.66209109,0.181
245,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,1p1v,1000,0.221,-24.09931515,57.14523295,-20.158,23.27446534,0.221
244,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,QV,1000,0.994,55.42278128,27.22248027,2.742870154,1.438002914,0.193
247,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,1p1v,1000,0.23,-23.74158625,58.01469768,-18.312,22.48537854,0.23
246,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,QV,1000,0.99,55.37044913,27.81292145,0.275673158,0.144886483,0.214
249,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,1p1v,1000,0.226,-23.81326404,59.64283646,-19.064,23.62562325,0.226
248,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,QV,1000,0.993,55.92117799,28.41395337,27.79438242,14.97086443,0.203
251,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,1p1v,1000,0.199,-25.83618114,55.68172213,-20.236,22.57445259,0.199
250,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,QV,1000,0.993,55.74787649,27.67329843,2.794535279,1.468380437,0.203
253,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,1p1v,1000,0.201,-28.08430636,57.32009027,-20.084,21.7590993,0.201
252,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,QV,1000,0.992,56.55694154,28.0895705,0.280924522,0.151478045,0.186
255,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,1p1v,1000,0.209,-26.02835195,56.7874766,-19.684,23.05054167,0.209
254,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,QV,1000,0.989,55.51087821,28.36962792,27.63719423,15.41791502,0.185
257,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,1p1v,1000,0.187,-29.35512281,54.32762846,-20.454,22.51321231,0.187
256,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,QV,1000,0.989,54.20752177,27.21711441,2.705949873,1.44656219,0.193
259,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,1p1v,1000,0.215,-25.32078635,55.61588487,-20.142,23.7412612,0.215
258,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,QV,1000,0.994,56.40944689,26.86127141,0.28303047,0.143802032,0.185
260,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,QV,1000,0.987,55.96643358,27.50543862,28.00499331,15.2075086,0.186
261,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,1p1v,1000,0.2,-27.58436042,56.15721304,-20.374,22.60218978,0.2
263,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,1p1v,1000,0.203,-28.00175771,56.24719801,-19.378,22.23446621,0.203
262,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,QV,1000,0.988,55.66270285,27.92482022,2.764331557,1.531718599,0.177
265,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,1p1v,1000,0.193,-27.5768592,53.96896537,-20.45,22.81819822,0.193
264,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,QV,1000,0.98,56.38952941,28.89059543,0.281630492,0.158635886,0.209
267,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,1p1v,1000,0.201,-27.96853755,56.48558351,-19.084,22.37868963,0.201
266,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,QV,1000,0.982,57.41114685,28.77130361,28.69809311,15.47807834,0.209
269,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,1p1v,1000,0.22,-23.05898215,57.92746891,-19.08,22.36349091,0.22
268,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,QV,1000,0.992,55.92397303,27.23136978,2.818807659,1.507472579,0.199
271,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,1p1v,1000,0.198,-26.30731983,56.46710816,-19.862,23.17874479,0.198
270,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,QV,1000,0.987,56.33674899,27.95049163,0.283043115,0.152973132,0.184
273,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,1p1v,1000,0.192,-27.56432246,55.54004078,-20.402,22.16053893,0.192
272,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,QV,1000,0.979,54.74049782,28.70741374,27.68250533,15.85212362,0.198
274,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,QV,1000,0.991,54.46102907,27.87783487,2.714143882,1.559835813,0.19
275,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,1p1v,1000,0.199,-26.18572123,55.43814125,-20.886,23.40741145,0.199
277,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,1p1v,1000,0.206,-25.91816126,54.56753048,-21.024,22.9133246,0.206
276,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,QV,1000,0.984,54.36829705,27.54387798,0.27714478,0.156139981,0.185
279,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,1p1v,1000,0.194,-27.46483936,56.05996503,-19.882,22.37352566,0.194
278,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,QV,1000,0.988,55.5833563,28.14835355,28.01674968,16.23412734,0.202
281,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,1p1v,1000,0.198,-27.09967915,55.83032359,-19.232,22.0595739,0.198
280,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,QV,1000,0.981,56.45353547,28.48128733,2.845391384,1.622573522,0.205
283,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,1p1v,1000,0.194,-27.68444451,55.67522776,-20.392,23.00781814,0.194
282,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,QV,1000,0.985,57.40270144,28.37494839,0.28607319,0.162166789,0.21
285,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,1p1v,1000,0.195,-28.19859406,56.02124737,-19.306,22.64613016,0.195
284,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,QV,1000,0.976,55.77111852,28.92577814,28.09147157,16.27637267,0.193
287,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,1p1v,1000,0.188,-27.37824499,52.96573687,-21.958,22.24673354,0.188
286,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,QV,1000,0.977,56.43084299,28.86473197,2.833529988,1.605818944,0.173
288,501,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,QV,1000,0.983,54.9123291,28.94956842,0.275915329,0.164367421,0.195
289,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0,1,FALSE,FALSE,1p1v,1000,0.112,-77.72529585,87.73864004,-40.436,32.48459871,0.112
290,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0,1,FALSE,FALSE,QV,1000,1,111.9177588,40.75429356,55.95887938,20.37714678,0.104
291,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0,10,FALSE,FALSE,1p1v,1000,0.12,-77.5081059,91.70831179,-40.074,32.7750626,0.12
292,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0,10,FALSE,FALSE,QV,1000,1,110.0898898,39.28554005,5.504494488,1.964277003,0.102
293,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0,100,FALSE,FALSE,1p1v,1000,0.102,-79.81448912,86.62260111,-39.852,31.79026135,0.102
294,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0,100,FALSE,FALSE,QV,1000,1,110.2391347,39.22214669,0.55103585,0.196559808,0.091
295,1001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,1,FALSE,FALSE,1p1v,1000,0.103,-81.31219439,87.3017546,-40.782,31.9929371,0.103
297,1001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,10,FALSE,FALSE,1p1v,1000,0.101,-83.79990928,86.50911135,-39.532,31.73118094,0.101
296,1001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,1,FALSE,FALSE,QV,1000,1,110.4947863,39.55677054,55.22134784,19.80349217,0.113
299,1001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,100,FALSE,FALSE,1p1v,1000,0.096,-81.47609072,84.99315831,-40.722,31.04916693,0.096
298,1001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,10,FALSE,FALSE,QV,1000,1,113.1291896,42.34153433,5.65821057,2.121607599,0.097
301,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,1p1v,1000,0.105,-80.34796477,86.04943031,-40.632,31.5485005,0.105
300,1001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,100,FALSE,FALSE,QV,1000,1,112.728498,38.83388892,0.563095899,0.195165472,0.098
303,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,1p1v,1000,0.115,-78.84019228,88.27032664,-38.964,32.31598717,0.115
302,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,QV,1000,1,111.6444361,39.63182625,55.86689849,19.92831703,0.117
304,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,QV,1000,1,109.8440215,38.90259995,5.500528666,1.953177229,0.101
305,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,1p1v,1000,0.104,-82.5262582,84.97063152,-38.62,30.7128455,0.104
307,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,1p1v,1000,0.11,-78.64590535,87.05161551,-40.306,31.83771355,0.11
306,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,QV,1000,0.999,110.3833887,40.12416343,0.552514978,0.201332811,0.101
309,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,1p1v,1000,0.115,-77.99932742,89.83736563,-39.1,32.56406637,0.115
308,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,QV,1000,1,112.4184443,40.03262008,56.31680135,20.22452484,0.098
311,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,1p1v,1000,0.09,-84.2143214,82.81419204,-41.466,30.16914021,0.09
310,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,QV,1000,0.999,110.6609502,38.32573582,5.523262809,1.951432705,0.103
313,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,1p1v,1000,0.11,-79.58221648,88.7807642,-38.75,30.71424531,0.11
312,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,QV,1000,1,113.9284685,40.57357395,0.567517386,0.20528471,0.104
315,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,1p1v,1000,0.1,-83.99045551,85.53592209,-39.602,30.46509015,0.1
314,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,QV,1000,1,110.4716571,38.03127113,55.25606553,19.70538986,0.11
317,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,1p1v,1000,0.096,-82.56458049,82.06800404,-40.702,30.98521065,0.096
316,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,QV,1000,0.999,113.3159578,40.61882166,5.674551175,2.130006512,0.107
318,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,QV,1000,0.999,112.9593654,37.81135379,0.566328428,0.19765428,0.102
319,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,1p1v,1000,0.1,-83.11726063,83.71406101,-40.186,30.9900272,0.1
321,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,1p1v,1000,0.108,-82.51201993,87.19073166,-38.782,30.95808261,0.108
